Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
20 ONE MANUFACTORY (Studio pottery),Vase:  Benedict's touch,,object,gift,1994,,1993,1995,Australia,1994
"BURN, Ian",Re-ordered painting,,painting,assisted purchase,1995,,1939,1993,United States,1965
"HANSEN, Susie",8 die in 'Sex cinema arson',,sculpture,assisted purchase,1995,,1968,,Australia,1994
"SERICO, Vincent",Lightning Man,,painting,gift,1995,,1949,2008,Australia,1992
"SERICO, Vincent",Deaths in custody,,painting,gift,1995,,1949,2008,Australia,1993
"WALLER, Ruth","Ward, stained (from 'E 11 North:  The hospital paintings' series)",,painting,gift,1995,,1955,,New Zealand,1993
"WEBSTER, Christine",Mirror (from 'Can Can' series),,photography,assisted purchase,1995,,1958,,New Zealand,1994
"FELBER, Joe",LINEAREADING for painters,,painting,gift,1995,,1951,,United States,1992
"ONUS, Lin",Morumbeeja Pitoa (Floods and moonlight),,painting,gift,1995,,1948,1996,Australia,1993
"WARHOL, Andy (Creator)",(Untitled) (from 'Ladies and gentlemen' portfolio),,graphics,assisted purchase,1995,,1928,1987,,1975
"WARHOL, Andy (Creator)",(Untitled) (from 'Ladies and gentlemen' portfolio),,graphics,assisted purchase,1995,,1928,1987,,1975
"WARHOL, Andy (Creator)",(Untitled) (from 'Ladies and gentlemen' portfolio),,graphics,assisted purchase,1995,,1928,1987,,1975
"LERTCHAIPRASERT, Kamin",Moo's bench,,graphics,gift,1995,,1964,,,1992
"MADDISON, Ruth","(Untitled 1) (from 'Christmas holiday with Bob's family, Queensland, 1978' series)",,photography,gift,1995,,1945,,Australia,1978
"MADDISON, Ruth","(Untitled 19) (from 'Christmas holiday with Bob's family, Queensland, 1978' series)",,photography,gift,1995,,1945,,Australia,1978
"MADDISON, Ruth","(Untitled 28) (from 'Christmas holiday with Bob's family, Queensland, 1978' series)",,photography,gift,1995,,1945,,Australia,1978
"BROWN, Leonard",Stacks,,painting,gift,1995,,1949,,Australia,1984
"PAMBEGAN Jr, Arthur Koo-ekka (Artist)",Bonefish Story Place,,sculpture,gift,1995,,1936,2010,Australia,1994
"ROGERS, Barbara",Shibori distractions,,object,bequest,1995,,1955,,New Zealand,1993
"SHARP, Martin (Creator)",Kaspar (from Nimrod Theatre poster designs set),,graphics,gift,1995,,1942,2013,,1982
"TUCKER, Albert",Tramstop,,painting,gift,1995,,1914,1999,Australia,1946
"FAJARDO, Brenda V.",Walang Katapusang Pakikibaka (Never ending struggle),,graphics,gift,1995,,1940,,,1993
"TJAMPITJINPA, Ronnie",Cloud and Rain Dreaming,,painting,gift,1995,,1940,,Australia,1993
"TJUNGARRAYI, Yumpululu",Yinma - A gathering of people for ceremonial purposes,,painting,museum accession,1995,,1925,2020,Australia,1973
"BRECHT, George (Creator)",Experimental enlargements:  No noise is good noise,,graphics,gift,1995,,1926,2008,,1969
"HUTTON, Judith",Who's afraid of the big bad wolf,,graphics,gift,1996,,1953,,Australia,1994
"BROWN, Leonard",Zeus,,graphics,gift,1996,,1949,,Australia,1995
"HJORTH, Noela",Life and death and other images,,graphics,gift,1996,,1940,2016,Australia,1979
"JACOULET, Paul","The star of Gobi, Mongolia",,graphics,gift,1996,,1896,1960,France,1951
"OPPENHEIM, Dennis",Program 4,,new media,gift,1996,,1938,2011,United States,1971
DANG Thi Khue,Space and a pair of hands (right-hand panel of triptych),,painting,gift,1996,,1946,,Vietnam,1995
ZHANG Xiaogang,Three comrades (from 'Bloodline:  The big family' series),,painting,gift,1996,,1958,,China,1994
CAI Guo-Qiang,Working drawings for 'Dragon or Rainbow Serpent:  A myth glorified or feared',,graphics,gift,1996,,1957,,China,1996
"KNGWARREYE, Emily Kame",Utopia panel,,painting,gift,1996,,1910,1996,Australia,1996
"KNGWARREYE, Emily Kame",Utopia panel,,painting,gift,1996,,1910,1996,Australia,1996
"KNGWARREYE, Emily Kame",Utopia panel,,painting,gift,1996,,1910,1996,Australia,1996
"SCHLABOWSKY, Beatrice",(Three beakers on praline tray),,object,museum accession,1997,,1958,,Australia,1995
"LUONG, Tran Dong (Collaborating artist)",(Procession with political prisoner) (from 'The War of Resistance against the French' series),,graphics,gift,1997,,1925,1932,Vietnam,1953
"CO, Charlie",At 55,,graphics,gift,1997,,1960,,,1993
IITTALA (Manufacturer) 1881–1981 - 1981,Vase:  Major,,object,gift,1997,,1881,1981,,1995
"PERSSON, Stieg",Painting 1995 - Death's head abstraction #2,,painting,gift,1997,,1959,,Australia,1995
"WALLACE, Anne",Damage,,painting,gift,1997,,1970,,Australia,1996
"GRUNER, Elioth","Market place, Surabaya [Indonesia]",,painting,gift,1997,,1882,1939,New Zealand,1924
"MAKIGAWA, Carlier",Pendant:  Flame III,,,gift,1998,,1952,,Australia,1997
"MENPES, Mortimer",The Venice of Japan (2),,graphics,museum accession,1998,,1855,1938,United States,1897
"WARE, Moilang (Rosie)",Textile length:  Sugu (octopus),,object,gift,1998,,1959,,Australia,1996
"FAIRWEATHER, Ian",Hara-kiri,,painting,gift,1998,,1891,1974,United States,1956
"FRASER, Jacqueline",Te Marama: And the five-tiered candelabra was kissed when they knew the saint had held it,,object,gift,1998,,1956,,New Zealand,1996
"MARTENS, Conrad (Creator)","Heifer Station, Canning Downs",,painting,gift,1998,,1801,1878,,1854
"AVERY, Eric",Off Miami Beach (from 'Volatile alliances' 1995 portfolio),,graphics,gift,1998,,1948,,United States,1994
"GILLESPIE, Oscar Jay",Messenger bird (from 'Volatile alliances' 1995 portfolio),,graphics,gift,1998,,,,United States,1994
"VIDINS, Edite",Res Baltica (from 'Volatile alliances' 1995 portfolio),,graphics,gift,1998,,1960,,Australia,1994
"BERVOETS, Hendrikus",(Untitled) (from 'Volatile alliances' 1995 portfolio),,graphics,gift,1998,,,,Canada,1994
"CHRISTANTO, Dadang",Manusia tanah (The earth human),,painting,gift,1998,,1957,,United States,1996
"GITTOES, George",Blinding lesson,,graphics,gift,1998,,1949,,New Zealand,1993
"BURN, Ian",Systematically altered photograph:  The kitchen,,photography,gift,1998,,1939,1993,United States,1968
"GILL, Simryn (Creator)",Forest (portfolio),,photography,gift,1998,,1959,,,1996
"KHAKHAR, Bhupen",Portraits of my mother and my father going to Yatra,,painting,gift,1998,,1934,2003,India,1971
"PICCININI, Patricia",Psychotourism (from 'The Mutant Genome Project' series),,photography,gift,1998,,1965,,Australia,1996
"BOTT, Nell",Dressing chest,,object,gift,1999,,1870,1943,Australia,1906
"PARR, Mike",Radio daze (minus 17 - minus 53),,installation,assisted purchase,1999,,1945,,Australia,1998
"MILLER, Godfrey",(Standing nude),,graphics,gift,1999,,1893,1964,Australia,1923
"BEYNON, Kate",Expecting,,graphics,gift,1999,,1970,,United States,1999
"NAITO, Rei",pillow for the dead,,sculpture,gift,1999,,1961,,Japan,1998
"SUNDARAM, Vivan",The Sher-Gil archive,,installation,gift,1999,,1943,2023,India,1995
"DE ALWIS, Tissa",Blue set,,sculpture,gift,1999,,1956,,Sri Lanka,1996
"NAIR, Surendran",Trainees at the school of necromancing 1;  The speaking tree;  Trainees at the school of necromancing 2 (from 'Corollary mythologies' series),,painting,gift,1999,,1956,,India,1999
"SANPITAK, Pinaree",Womanly Bodies,,installation,gift,1999,,1961,,,1998
"DYSON, Will (Creator)",One of the old platoon (from 'Australia at war' series),,graphics,gift,1919,,1880,1938,,1917
"SICKERT, Walter Richard","St. Remy, Dieppe",,painting,bequest,1956,,1860,1942,,1900
"BUSTARD, William","Design (2) for memorial window, St Columba's Church, Hawthorne, S.A.",,painting,museum accession,1973,,1894,1973,United States,
"BUSTARD, William","Design (1) for memorial window, St Columba's Church, Hawthorne, S.A. (The Resurrection)",,graphics,museum accession,1973,,1894,1973,United States,
"BUSTARD, William","Design for St Mary’s Star of the Sea window, Darwin War Memorial Church",,graphics,museum accession,1973,,1894,1973,United States,1943
"GOULD, W.B.",Still life with game,,painting,museum accession,1973,,1804,1853,United States,1838
"WATSON, Douglas",Sketch for 'Backyards',,painting,gift,1973,,1920,1972,New Zealand,1942
"STAUNTON, Madonna",Franz Marc,,graphics,museum accession,1979,,1938,2019,Australia,1978
"STAUNTON, Madonna",Bertold Brecht,,graphics,museum accession,1979,,1938,2019,Australia,1978
"BERRIMAN, Stan",Mustering,,photography,gift,1983,,1898,1953,Australia,1943
"BERRIMAN, Stan",The plasterer (self-portrait),,photography,gift,1983,,1898,1953,Australia,1938
"BERRIMAN, Stan",Rosalie Plains,,photography,gift,1983,,1898,1953,Australia,1940
"GADSBY, Verdun",(Montage portrait of Stan Berriman),,photography,gift,1983,,,,Australia,
"CHARGOIS, Herbert",Cairns Inlet from the wharf,,photography,gift,1983,,1897,1997,Australia,
"CHARGOIS, Herbert",A derelict in Brisbane,,photography,gift,1983,,1897,1997,Australia,
"CHARGOIS, Herbert",Calm waters,,photography,gift,1983,,1897,1997,Australia,
"CHARGOIS, Herbert",Calm waters (wide view),,photography,gift,1983,,1897,1997,Australia,
"CHARGOIS, Herbert",Sunshine through the haze,,photography,gift,1983,,1897,1997,Australia,1938
"CONDER, Charles",The fairy tale,,graphics,museum accession,1983,,1868,1909,United States,1905
"CONDER, Charles (Creator)",A Spanish courtyard (no. 5 from 'The carnival set'),,graphics,museum accession,1983,,1868,1909,,1904
"CONDER, Charles",Invitation card to a fancydress party at the artist's house,,graphics,museum accession,1983,,1868,1909,United States,1905
"CONDER, Charles",Invitation card to an exhibition at the Leicester Galleries,,graphics,museum accession,1983,,1868,1909,United States,1905
"CONDER, Charles (Creator)",The green-room (no. 3 from 'The carnival set'),,graphics,museum accession,1983,,1868,1909,,1904
"CONDER, Charles (Creator)",Coralie (no. 2 from 'Balzac set' series),,graphics,museum accession,1983,,1868,1909,,1899
SHIGEHIRO,(Courtesan with market scene behind),,graphics,gift,1983,,1865,,Japan,1870
"DAEN, Lindsay",Jemmy Morrill and the brolgas,,sculpture,gift,1983,,1923,2001,United States,1980
"LÉGER, Fernand",Composition sur fond bleu (Composition on blue background),,painting,museum accession,1983,,1881,1955,France,1930
"LIPCHITZ, Jacques",Musical instruments,,sculpture,museum accession,1983,,1891,1973,Lithuania,1925
"CHIKANOBU, Toyohara",Court ladies engaged in tea ceremony,,graphics,museum accession,1983,,1838,1912,Japan,1880
"CHIKANOBU, Toyohara",Court ladies in the garden,,graphics,museum accession,1983,,1838,1912,Japan,1893
"JOHN, Augustus",Jacob Epstein no. 2,,graphics,museum accession,1983,,1878,1961,,1906
"JOHN, Augustus",John Hope Johnstone,,graphics,museum accession,1983,,1878,1961,,1919
"NEDELKOPOULOS, Nicholas",The distance between smiles 3,,graphics,museum accession,1983,,1955,,Australia,1982
"FAIRWEATHER, Ian","The Subaltern's shed, Torgau",,painting,bequest,1983,,1891,1974,United States,1914
"FAIRWEATHER, Ian","Herr Braun's canteen, Torgau",,painting,bequest,1983,,1891,1974,United States,1914
"PERRY, Adelaide",(Flower study:  iris),,graphics,gift,1983,,1891,1973,New Zealand,1935
"DUPAIN, Max",Hawaiian lilies at night,,photography,museum accession,1983,,1911,1992,New Zealand,1982
"DUPAIN, Max","Backyard, Forster",,photography,museum accession,1983,,1911,1992,New Zealand,1940
"DUPAIN, Max",Torso in sun,,photography,museum accession,1983,,1911,1992,New Zealand,1941
"DUPAIN, Max","Wheat silos, Pyrmont",,photography,museum accession,1983,,1911,1992,New Zealand,1935
"DUPAIN, Max",Portrait of a boy in sunlight,,photography,museum accession,1983,,1911,1992,New Zealand,1941
"DUPAIN, Max",Athlete,,photography,museum accession,1983,,1911,1992,New Zealand,1938
"DUPAIN, Max",Palm Beach landscape,,photography,gift,1983,,1911,1992,New Zealand,1930
DAUM FRÈRES,Vase,,object,bequest,1983,,1875,,France,1925
"RAPOTEC, Stanislaus",Untitled,,painting,gift,1983,,1913,1997,United States,
"DUPAIN, Max",Form at Bondi,,photography,gift,1983,,1911,1992,New Zealand,1939
"DUPAIN, Max",Magnolia,,photography,gift,1983,,1911,1992,New Zealand,1983
"HIRST, Brian (Blower)",Vase:  The Barrier Reef,,object,gift,1983,,1956,1922,United States,1983
"POIGNANT, Axel","Funeral, Santa Stefano Di Camastra",,photography,museum accession,1983,,1906,1986,New Zealand,1958
"OWEN, Robert",Kinetic relief IV - no. 3/3,,sculpture,gift,1983,,1937,,New Zealand,1969
"PEEBLES, Graeme",The remnants of the Last Supper,,graphics,museum accession,1984,,1955,,Australia,1981
"GLOVER, John","(The old bridge at Trinity College, Cambridge)",,graphics,museum accession,1984,,1767,1849,United States,1820
"PAGE, Charles",(Female nude lying on sand) (from 'Magnetic Island' series),,photography,gift,1984,,1946,,Australia,1982
"BERNARD, Emile",Hamlet et les fossoyeurs (Hamlet and the grave-diggers),,graphics,museum accession,1984,,1868,1941,France,1892
"WILSON, Eric",(Bridge scene) (from a European sketch book),,graphics,gift,1984,,1911,1946,United States,1939
"KITAJ, R.B.","Let us call it Arden/And live in it (from 'Mahler becomes politics, Beisbol' suite)",,graphics,museum accession,1984,,1932,2007,,1965
"KITAJ, R.B.","His every poor, defeated, loser's, hopeless move, loser, buried (Ed Dorn) (from 'Mahler becomes politics, Beisbol' suite)",,graphics,museum accession,1984,,1932,2007,,1966
"KITAJ, R.B.",The defects of its qualities,,graphics,museum accession,1984,,1932,2007,,1967
"KITAJ, R.B.",Kenneth Rexroth (from 'First series:  some poets' suite),,graphics,museum accession,1984,,1932,2007,,1969
"TILSON, Joe",Lufbery and Rickenbacker,,graphics,museum accession,1984,,1928,,,1963
"TILSON, Joe",21st,,graphics,museum accession,1984,,1928,,,1964
"TILSON, Joe",Ziggurat 5,,graphics,museum accession,1984,,1928,,,1966
"TILSON, Joe",Ziggurat 6,,graphics,museum accession,1984,,1928,,,1966
"TILSON, Joe",Ziggurat 7,,graphics,museum accession,1984,,1928,,,1966
"TILSON, Joe",New York decals 3 and 4,,graphics,museum accession,1984,,1928,,,1967
"TILSON, Joe",Ho Chi Minh,,graphics,museum accession,1984,,1928,,,1970
"TILSON, Joe","Transparency, clip-o-matic breast",,graphics,museum accession,1984,,1928,,,1971
"HERON, Patrick (Creator)",The shapes of colour 1943-1978,,object,museum accession,1984,,1920,1999,,1978
"HOUSE, Gordon",An assemblage of several things,,object,museum accession,1984,,1932,,,1979
"PASMORE, Victor",The image in search of itself,,object,museum accession,1984,,1908,1998,,1977
"TILSON, Joe",Alchera:  Notes for country works (Wiltshire and Tuscany) 1970-1974,,object,museum accession,1984,,1928,,,1976
"PAOLOZZI, Eduardo",'Franko' Amsterd (from 'Kottbüsserdamm pictures and Turkish music' suite),,graphics,museum accession,1984,,1924,2005,,1974
"PAOLOZZI, Eduardo","Karakus Döner, Havada  (from 'Kottbüsserdamm pictures and Turkish music' suite)",,graphics,museum accession,1984,,1924,2005,,1974
"PAOLOZZI, Eduardo",Turkische Musik (from 'Kottbüsserdamm pictures and Turkish music' suite),,graphics,museum accession,1984,,1924,2005,,1974
"McDOWELL, Lynne",Vase,,object,museum accession,1984,,1952,,Australia,1984
"CAMERON, Julia Margaret",Portrait of Frances St John,,photography,gift,1984,,1815,1879,,1870
"MILLS, Wendy",(Studies for 'Transience'),,graphics,gift,1984,,1950,,Australia,1984
"ORTHMAN, Walter",Sunlit trees,,photography,museum accession,1984,,1899,1966,Australia,
"CAZNEAUX, Harold",Sand minstrels,,photography,museum accession,1984,,1878,1953,New Zealand,1929
"CAZNEAUX, Harold",Mountain of iron,,photography,museum accession,1984,,1878,1953,New Zealand,1935
"EUTROPE, Stanley W.",After summer rain,,photography,museum accession,1984,,1891,1983,Australia,1949
"EUTROPE, Stanley W.","Late afternoon in the dunes (Point Lookout, Stradbroke Island)",,photography,museum accession,1984,,1891,1983,Australia,1943
"EUTROPE, Stanley W.",Passing clouds,,photography,museum accession,1984,,1891,1983,Australia,1923
"EUTROPE, Stanley W.",Pastoral,,photography,museum accession,1984,,1891,1983,Australia,1925
"HIROSADA, Utagawa","(Hatakeyama Shigetada, Kabuki actor) (Osaka print)",,graphics,museum accession,1984,,1820,,Japan,1855
"EUTROPE, Stanley W.","The bridge approach (Grey Street Bridge, Brisbane)",,photography,gift,1984,,1891,1983,Australia,1935
"ORTHMAN, Walter",Toilers,,photography,gift,1984,,1899,1966,Australia,1934
"CROOK-KING, F.G.",Hippodrome,,photography,gift,1984,,1900,1978,New Zealand,1933
"CROOK-KING, F.G.",Last gleams of afternoon,,photography,gift,1984,,1900,1978,New Zealand,1946
"CROOK-KING, F.G.",Morning on the waterfront,,photography,gift,1984,,1900,1978,New Zealand,1948
"CROOK-KING, F.G.",A mountain quarry,,photography,gift,1984,,1900,1978,New Zealand,1931
"CROOK-KING, F.G.",Out to win,,photography,gift,1984,,1900,1978,New Zealand,1934
"CROOK-KING, F.G.",Rural caprice,,photography,gift,1984,,1900,1978,New Zealand,1948
"LEACH-JONES, Alun",Night fishing no. 3,,graphics,museum accession,1984,,1937,,South Africa,1984
"GOSS, Peter",Shell form no. 36,,object,gift,1985,,1943,,Australia,1984
"ASPDEN, David (Creator)",Shells (from 'The spirit from the sea' portfolio),,graphics,gift,1986,,1935,2005,,1981
"BERRIMAN, Stan",(Landscape with haystack and cow),,photography,gift,1986,,1898,1953,Australia,
"CRISP, Peter",Vase form,,object,museum accession,1987,,1959,,New Zealand,1987
"KELANTUMANA, J.P.",Pukumani (burial) pole,,sculpture,museum accession,1988,,1952,,Australia,1988
"PARKER, Harold",(Head of a girl),,sculpture,bequest,1989,,1873,1962,Australia,1931
"DICKSEE, Herbert",The viking daughter,,graphics,gift,1911,,1862,1942,,1909
"DICKSEE, Herbert","Toil, toil",,graphics,gift,1911,,1862,1942,,1911
"DICKSEE, Herbert",Thirst,,graphics,gift,1911,,1862,1942,,1911
"DICKSEE, Herbert",A polar night,,graphics,gift,1911,,1862,1942,,1900
"DICKSEE, Herbert",Baffled,,graphics,gift,1911,,1862,1942,,1908
"DICKSEE, Herbert",Her first love,,graphics,gift,1911,,1862,1942,,1897
"BARTOLOZZI, Francesco (Engraver)",The Risen Christ,,graphics,museum accession,1895,,1727,1815,Italy,1775
"ROSA, Salvator",The Dream of Aeneas,,graphics,museum accession,1896,,1615,1673,Italy,1663
"PIRANESI, Giovanni Battista",Bacchanalian frieze from a vase in the Villa Borghese,,graphics,museum accession,1896,,1720,1778,Italy,1768
"VOUILLEMONT, Sebastien (Engraver)",Massacre of the innocents,,graphics,museum accession,1896,,1610,1710,Italy,1641
"VOUILLEMONT, Sebastien (Engraver)",Massacre of the innocents,,graphics,museum accession,1896,,1610,1710,Italy,1641
"TARDIEU, Nicholas (Engraver)",Jupiter and Alcmene,,graphics,museum accession,1896,,1674,1749,Italy,
"BLOTELING, Abraham (Engraver)",The Jews' burying-ground,,graphics,museum accession,1888,,1640,1690,,1670
"CHATELAIN, Jean Baptiste Claude",A tempest,,graphics,museum accession,1888,,1710,1771,France,1800
"HOGARTH, after William",Analytical doctors,,graphics,museum accession,1896,,1697,1764,,
"EHINGER, Gabriel (Engraver)","Vanitas vanitatum et omnia vanitas (Vanity of vanities, all is vanity)",,graphics,museum accession,1896,,1652,1736,Germany,1677
"CORT, after Cornelis",Untitled (nativity scene),,graphics,museum accession,1888,,1533,1578,,1550
"VAN LEYDEN, Lucas","Majus, Junius, Julius, Augustus (May, June, July, August)",,graphics,museum accession,1896,,1494,1533,,
"ROSA, Salvator",The Crucifixion of Polycrates,,graphics,museum accession,1896,,1615,1673,Italy,1662
