Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Oscar Kleineh,Vuoristomaisema,,painting,,1944,,1846,1919,,1868
Carolus Lindberg,"Piirustus pilalehti ""Fyreniä"" varten.",,graphics,,,,1889,1955,,
Oscar Kleineh,Purje- ja soutuveneitä,,graphics,,1944,,1846,1919,,
Reijo Ruskeepää,Pakkasaamu,,painting,,,,1914,1945,,
Akseli Gallen-Kallela,"En full karl, luonnos",,graphics,,,,1865,1931,,
Gerhard Musikka,Viides kohtaus: Oikeuden edessä.Murhaaja ja hänen väärät todistajansa (Inför rätta. Mördaren och hans falska vittnen),,painting,,,,,,,
Oscar Kleineh,"Rantaviivaa, kaksipuolinen teos",,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Purjeveneluonnoksia, kaksipuoleinen teos",,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Soutu- ja purjeveneitä, meri- ja kallio- ja saarimaisemia",,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Purje- ja soutuveneluonnoksia, kaksipuoleinen teos",,graphics,,1944,,1846,1919,,
Oscar Kleineh,Merimaisemia,,graphics,,1944,,1846,1919,,
Viljo Hurme,Talvimaisema Muoniosta,,graphics,,,,1893,1987,,1941
Oscar Kleineh,Tuulimylly,,graphics,,1944,,1846,1919,,
Oscar Kleineh,Rantamaisema kaupungista,,graphics,,1944,,1846,1919,,
Oscar Kleineh,Rantamaisema,,graphics,,1944,,1846,1919,,1868
Lennart Segerstråle,"Pakolaisia, luonnos Suomen Pankin freskoa varten",,graphics,,,,1892,1975,,1942
Oscar Kleineh,Miehen tuikeailmeiset kasvot,,graphics,,1944,,1846,1919,,1867
Oscar Kleineh,Purjealus merellä,,graphics,,1944,,1846,1919,,
Jacques-Luc-Henri Lestrille,Morsianta puetaan,,painting,,,,,,,1940
Oscar Kleineh,Purjelaivoja merellä,,graphics,,1944,,1846,1919,,
Aarne Niinivirta,Kokonaisluonnos Turun Uuden hautauskappelin seinämaalausta varten,,graphics,,,,1906,1942,,1941
Akseli Gallen-Kallela,Karikatyyrejä ynnä muita harjoitelmia,,graphics,,,,1865,1931,,1890
Oscar Kleineh,Seisova nainen kori selässä ja pitkä keppi kädessä,,graphics,,1944,,1846,1919,,1866
Oscar Kleineh,"Miesmalli, joka nojaa polven ja käsivarsiensa varassa korokkeeseen ; akatemiaharjoitelma",,graphics,,1944,,1846,1919,,1869
Akseli Gallen-Kallela,Pyylevä upseeri,,graphics,,,,1865,1931,,
Akseli Gallen-Kallela,"Kangaskaupassa, harjoitelma",,graphics,,,,1865,1931,,
Leonardo Castellani,Viimeinen asetelma,,graphics,,,,,,,1957
Oscar Kleineh,Purjealus matalikolla ; keskeneräinen,,painting,,1944,,1846,1919,,1883
Oscar Kleineh,Lehtipuun latva,,graphics,,1944,,1846,1919,,1868
Akseli Gallen-Kallela,Saima Neovius nelivuotiaana,,graphics,,,,1865,1931,,1886
Lennart Segerstråle,"Menetetty ja Toivo, luonnos Suomen Pankin freskoa varten",,graphics,,,,1892,1975,,1942
Oscar Kleineh,Maisema,,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Yksityiskohtatutkielma Villa Farnesinassa olevasta Raffaellon freskosta Galatean riemusaatto, akatemiaharjoitelma",,graphics,,1944,,1846,1919,,1866
Oscar Kleineh,Kopio Hilgersin mukaan ; Vanha kirkko ja hautausmaa meren rannalla,,graphics,,1944,,1846,1919,,1866
Oscar Kleineh,"Suudelma, akatemiaharjoitelma",,graphics,,1944,,1846,1919,,1867
Acke Sjöstrand,Argentiinalainen,,painting,,,,1875,1927,,1921
Oscar Kleineh,Lokikeja ja purjeveneitä,,graphics,,1944,,1846,1919,,
Oscar Kleineh,Lapsen kasvot,,graphics,,1944,,1846,1919,,1866
Oscar Kleineh,"Purjevene- ja maisemaluonnoksia, kaksipuoleinen teos",,graphics,,1944,,1846,1919,,
Carolus Lindberg,"Piirustus pilalehti ""Fyreniä"" varten.",,graphics,,,,1889,1955,,
Magnus Enckell,Etunojassa istuva naismalli,,graphics,,,,1870,1925,,1908
Oscar Kleineh,Purjealus,,graphics,,1944,,1846,1919,,
Akseli Gallen-Kallela,"Hattupäinen nainen, harjoitelma",,graphics,,,,1865,1931,,1909
Akseli Gallen-Kallela,Karkeita harjoitelmia,,graphics,,,,1865,1931,,
Oscar Kleineh,Takila,,graphics,,1944,,1846,1919,,
Lennart Segerstråle,Menetetty,,painting,,,,1892,1975,,1942
Oscar Kleineh,"Merimaisema- ja purjeveneharjoitelmia, kaksipuoleinen teos",,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Hirsimaja vuoristossa, Lyijykynäpiirustus kahdesta purjeveneestä, kaksipuolinen teos",,graphics,,1944,,1846,1919,,
Oscar Kleineh,Rantamaisema,,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Purjeveneluonnoksia, kaksipuoleinen teos",,graphics,,1944,,1846,1919,,
Oscar Kleineh,Merimaisema,,painting,,1944,,1846,1919,,
Oscar Kleineh,Kädellään silmiään varjostava nainen seisomassa kivellä,,graphics,,1944,,1846,1919,,1867
Oscar Kleineh,Kaksi venettä ja pieni merimaisema purjelaivoineen,,graphics,,1944,,1846,1919,,
Oscar Kleineh,"Istuva miesmalli, akatemiaharjoitelma",,graphics,,1944,,1846,1919,,1867
Oscar Kleineh,Kaksi purjelaivaa,,graphics,,1944,,1846,1919,,
Carl von Kügelgen,Maisema Tampereen tienoilta,,graphics,,,,1772,1832,,1818
Oscar Kleineh,Kaupunki mereltä nähtynä,,graphics,,1944,,1846,1919,,1880
Oscar Kleineh,Nuori tyttö,,graphics,,1944,,1846,1919,,1867
Oscar Kleineh,Purje- ja höyrylaivoja,,graphics,,1944,,1846,1919,,
Frans Maexmontan,,,graphics,,,,1847,1901,,1882
Oscar Kleineh,Kaupunkikuva mereltä nähtynä,,graphics,,1944,,1846,1919,,
Carolus Lindberg,"Piirustus pilalehti ""Fyreniä"" varten.",,graphics,,,,1889,1955,,
Torben Jensen,Seisova tyttö,,graphics,,,,1901,,,
Akseli Gallen-Kallela,Harjoitelmia,,graphics,,,,1865,1931,,
Akseli Gallen-Kallela,"Interiööri, karkea harjoitelma",,graphics,,,,1865,1931,,
Akseli Gallen-Kallela,Erilaisia harjoitelmia,,graphics,,,,1865,1931,,
Inari Krohn,"Syksy, lepakot",,graphics,,,,1945,,,1998
Charles Walch,Nuori tyttö ja kukkia,,painting,,,,1898,1948,,1946
Santeri Salokivi,Miesmuotokuva,,painting,,,,1886,1940,,1914
Oscar Kleineh,Seisova nainen kori käsivarrellaan,,graphics,,1944,,1846,1919,,1867
Verner Thomé,Ratsastajia,,graphics,,,,1878,1953,,
Eero Järnefelt,Männynlatva,,graphics,,,,1863,1937,,
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
,Akatemiaharjoitelma,,graphics,,,,,,,
Ester Helenius,Katukahvilassa Ranskan kansallispäivänä,,graphics,,,,1875,1955,,1922
Yrjö Saarinen,"Istuva puolialaston poika, takaapäin nähtynä",,graphics,,,,1899,1958,,1948
Anders Ekman,"Miehen muotokuva, harjoitelma",,painting,,1953,,1833,1855,,1854
E. Palm,Tyyppiharjoitelma,,graphics,,,,,,,
Verner Thomé,Maisema,,graphics,,,,1878,1953,,
Ester Helenius,Kirkkoherra,,graphics,,,,1875,1955,,1931
Ester Helenius,Ravintolan isäntä,,graphics,,,,1875,1955,,1934
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Carolus Lindberg,"Piirustus pilalehti ""Fyreniä"" varten.",,graphics,,,,1889,1955,,
Anton Lindforss,"Piipunpolttaja, omakuva",,painting,,,,1890,1943,,1927
Ester Helenius,Ranskalainen työläinen,,graphics,,,,1875,1955,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Katalonialainen,,graphics,,,,1875,1955,,1929
Henry Ericsson,"Istuva mies, sivulta",,graphics,,,,1898,1933,,
Maria Wiik,"Lapsikuva, toisella puolen samoin",,graphics,,,,1853,1928,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Amerikkalainen spiritualisti Rotonden kahvilassa,,graphics,,,,1875,1955,,1921
Louis Sparre,Porvoo,,painting,,,,1863,1964,,1898
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Istuva tyttö,,graphics,,,,1878,1953,,
Ester Helenius,Sorbonnen yliopiston musiikin professori A. Pirró,,graphics,,,,1875,1955,,1925
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Olli Miettinen,Maisema,,painting,,,,1899,1969,,1947
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Miehen kuva,,graphics,,,,1878,1953,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Paavo Kauramäki,7.9.1974,,painting,,,,1929,2012,,1974
Albert Edelfelt,"Seisova miesmalli, miekka kädessä, akatemiaharjoitelma",,graphics,,,,1854,1905,,1874
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Julisteluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Nainen kahvilapöydän ääressä,,graphics,,,,1875,1955,,
Ester Helenius,Luxembourgin puistosta,,graphics,,,,1875,1955,,
Ester Helenius,Rippikoulutyttö,,graphics,,,,1875,1955,,
Pentti Melanen,Sysmäläinen rapsodia,,painting,,,,1917,2003,,1970
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
John Hoyland,Kolme punaista,,painting,,,,1934,,,1973
Ester Helenius,Apteekkari,,graphics,,,,1875,1955,,
Berndt Lindholm,Veneitä rannalla,,painting,,,,1841,1914,,1870
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Venny Soldan-Brofeldt,Kanoja ja kukko tunkiolla,,graphics,,,,1863,1945,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Maria Wiik,Kaksi mäntyä,,painting,,,,1853,1928,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,"Pöytään nojaava alaston, luonnos",,painting,,,,1878,1953,,
Verner Thomé,Rakennustyömaalta,,painting,,,,1878,1953,,
Venny Soldan-Brofeldt,Äiti ja Antti-poika,,graphics,,,,1863,1945,,
Verner Thomé,Alaston,,graphics,,,,1878,1953,,
Ester Helenius,Hullu venäläinen 1931,,graphics,,,,1875,1955,,1931
Ester Helenius,Mallin selkä,,graphics,,,,1875,1955,,1924
Louis Sparre,Yleisnäkymä Porvoosta,,graphics,,,,1863,1964,,1898
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Julisteluonnos,,painting,,,,1878,1953,,
Ester Helenius,Naispää,,graphics,,,,1875,1955,,1931
Magnus Enckell,Miehen profiili,,graphics,,1987,,1870,1925,,1900
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,"Mercerau, Cameleonin kabaretin johtaja",,graphics,,,,1875,1955,,1929
Ester Helenius,Ranskalainen upseeri kahvilapöydän ääressä lehteä lukemassa,,graphics,,,,1875,1955,,
Anders Ekman,Tytön rintakuva,,painting,,1953,,1833,1855,,1854
Ester Helenius,Leipurit valkoviinillä,,graphics,,,,1875,1955,,1923
Berndt Lindholm,Vene rannalla,,painting,,,,1841,1914,,1870
Henry Ericsson,"Luonnoskirja, 4 lehteä",,graphics,,,,1898,1933,,
Verner Thomé,Alttaritaululuonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Karl Emanuel Jansson,Tyttö kehdon ääressä,,painting,,,,1846,1874,,1866
Henry Ericsson,"Istuva mies, kädet ristissä polvilla",,graphics,,,,1898,1933,,
Louis Sparre,Rimmin Iita,,graphics,,,,1863,1964,,1890
Pentti Melanen,Maalaus I,,painting,,,,1917,2003,,1961
Johannes Gebhard,Pilvi,,painting,,,,1894,1976,,1951
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Hindulaispari,,graphics,,,,1875,1955,,
Venny Soldan-Brofeldt,Hattupäinen mies profiilissa,,graphics,,,,1863,1945,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Venny Soldan-Brofeldt,Maggie Gripenberg,,graphics,,,,1863,1945,,
Ester Helenius,Profiili,,graphics,,,,1875,1955,,
Louis Sparre,"Sivukuvasta nähty mies, joka kohottaa seivästä iskuun",,graphics,,,,1863,1964,,
Henry Ericsson,Kaksi puuta,,graphics,,,,1898,1933,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Henry Ericsson,Miehen muotokuva (omakuva),,graphics,,,,1898,1933,,1929
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,"Parooni W. von Troil, muotokuvaluonnos",,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Alastonharjoitelma,,painting,,,,1878,1953,,
Verner Thomé,Kaksi purjevenettä. luonnos,,painting,,,,1878,1953,,
Magnus Enckell,Istuva alaston poika,,graphics,,,,1870,1925,,1913
Ester Helenius,Pariisin turkkilaisesta kahvilasta,,graphics,,,,1875,1955,,1936
Louis Sparre,Lammen ranta,,painting,,,,1863,1964,,1898
Ester Helenius,Talon kissa (Le chat de la maison),,graphics,,,,1875,1955,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Istuva alaston,,graphics,,,,1878,1953,,
Ester Helenius,Sunnuntaipäivällisellä,,graphics,,,,1875,1955,,1924
Venny Soldan-Brofeldt,Juha Gripenbergin muotokuva,,graphics,,,,1863,1945,,
Torger Enckell,Avuton mies,,painting,,,,1901,1991,,1969
Enrico G. Carpani,Tussilaveeraus,,graphics,,,,,,,1961
Ester Helenius,Hattupäisen miehen sivukuva,,graphics,,,,1875,1955,,
Juho Rissanen,"Vuoristolähteellä, harjoitelma",,painting,,,,1873,1950,,1903
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Japanilainen taiteilija Foujita,,graphics,,,,1875,1955,,
Eero Järnefelt,Lahdenpohjukka,,graphics,,,,1863,1937,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Tapani Raittila,"Croquis, seisova nainen",,graphics,,,,1921,2018,,1974
Verner Thomé,Julisteluonnos,,painting,,,,1878,1953,,
Verner Thomé,Julisteluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Kaksi alastonta,,graphics,,,,1878,1953,,
,Peilin ääressä,,painting,,1945,,,,,
Louis Sparre,Sotkamon tyttöjä,,graphics,,,,1863,1964,,1894
Ester Helenius,Haavoittunut picadori,,graphics,,,,1875,1955,,1929
Christian Sibelius,Maisema Vencesta,,graphics,,,,1910,1951,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Simo Hannula,Orimattilan saha,,graphics,,,,1932,2016,,1965
Verner Thomé,Männynoksa,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Arto Pennanen,Talvipäivä,,painting,,,,1943,1989,,1974
Aukusti Uotila,Sukkaa kutova tyttö,,painting,,,,1858,1886,,1882
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ragnar Ekelund,Chevreuse II,,graphics,,,,1892,1960,,
Ester Helenius,William Molard,,graphics,,,,1875,1955,,1922
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Ester Helenius,Nainen kahvilapöydän ääressä,,graphics,,,,1875,1955,,1927
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Per Stenius,Intiasta,,painting,,,,1922,2014,,1954
,"Keisarinna Teodora seurueineen, kopio Ravennan San Vitale -kirkkoon n. 547 jKr valmistuneesta mosaiikista",,painting,,,,,,,1940
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Carlotta Briantsa tanssii,,graphics,,,,1875,1955,,1927
Verner Thomé,Sonni,,graphics,,,,1878,1953,,
Ester Helenius,Auvergnelaisia kahvilapöydässä 1927,,graphics,,,,1875,1955,,1927
Verner Thomé,Alaston nuorukainen,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Louis Sparre,Hiljainen talo,,painting,,,,1863,1964,,1904
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Simo Hannula,"Isä korjaa nuottaa, luonnos teokseen Isä/Nuotanpaikkaaja",,graphics,,,,1932,2016,,1952
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Magnus von Wright,Liljenstrandin talo talvella,,painting,,,,1805,1868,,1860
Oscar Kleineh,Rannikkomaisema Bretagnesta,,painting,,,,1846,1919,,1870
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Jalkoja,,graphics,,,,1878,1953,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Hevonen,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Jalmari Ruokokoski,Naisen profiili,,painting,,,,1886,1936,,1915
Verner Thomé,Vesiväriluonnos,,painting,,,,1878,1953,,
Anders Ekman,"Taiteilijan muotokuva, harjoitelma",,painting,,1953,,1833,1855,,1854
Ester Helenius,Vanha pari puiston penkillä,,graphics,,,,1875,1955,,1927
Venny Soldan-Brofeldt,Johannes kastaa Jeesuksen,,graphics,,,,1863,1945,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Ester Helenius,Baaripöydän ääressä,,graphics,,,,1875,1955,,1927
Ester Helenius,Absinttia,,graphics,,,,1875,1955,,
Verner Thomé,Pääkallo,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,"Kristus antaa sokealle näön, luonnos",,painting,,,,1878,1953,,
Ester Helenius,Croquis -piirustus,,graphics,,,,1875,1955,,1936
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Erkki Koponen,"Tourrette, ranskalainen kaupunkikuva",,painting,,,,1899,1996,,1949
Ester Helenius,Kokit aterialla (Les cuisiniers),,graphics,,,,1875,1955,,1922
Ester Helenius,Japanilainen Pariisissa,,graphics,,,,1875,1955,,1930
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Ester Helenius,Puolalaisen miehen sivukuva ; Siniliidulla tehtyjä profiilikuvia (kaksipuolinen teos),,graphics,,,,1875,1955,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ragnar Ekelund,Chevreuse III,,graphics,,,,1892,1960,,
Verner Thomé,Muotokuva (Fahle Basilier),,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Constantin Térechkovitch,Taiteilijan tytär,,painting,,,,1902,1978,,1952
Ester Helenius,Nuori poika Pierre Fronty,,graphics,,,,1875,1955,,1922
Ester Helenius,Maria,,graphics,,,,1875,1955,,1929
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,"Istuva nainen, luonnos",,painting,,,,1878,1953,,1905
Eero Järnefelt,Purjevene vesillä tuulessa,,graphics,,,,1863,1937,,
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Vesiväriluonnos,,painting,,,,1878,1953,,
Ester Helenius,Ranskalainen työmies,,graphics,,,,1875,1955,,
Erik Enroth,Aamiainen,,painting,,,,1917,1975,,1971
Ester Helenius,Pariisin Sacre Coeur,,graphics,,,,1875,1955,,1927
Ester Helenius,Lehtienmyyjä,,graphics,,,,1875,1955,,1931
Ester Helenius,"Foujita nuorempi, taiteilija Foujitan serkku",,graphics,,,,1875,1955,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Enrico G. Carpani,Tussilaveeraus,,graphics,,,,,,,1961
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Makaava alaston,,painting,,,,1878,1953,,
Gustaf Wilhelm Finnberg,"Tilanomistaja, tuomari Albert Johan Lignell",,painting,,,,1784,1833,,1827
Kristian Zahrtmann,Leonora Kristina ja Dina Vijnhofvers,,painting,,1953,,1843,1917,,1910
Per Stenius,Tuulimylly ja kaarisilta,,painting,,,,1922,2014,,1954
Olli Miettinen,Omakuva,,painting,,,,1899,1969,,1945
Ester Helenius,Apollon lehto Versailles’ssa,,graphics,,,,1875,1955,,1921
Venny Soldan-Brofeldt,Lippalakkipäinen mies profiilissa,,graphics,,,,1863,1945,,
Venny Soldan-Brofeldt,Pikku poika juoksee kahta pientä sikaa karkuun,,graphics,,,,1863,1945,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Louis Sparre,Vanhoja piharakennuksia,,painting,,,,1863,1964,,1898
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Koristemaalaus Versailles'n linnasta,,graphics,,,,1875,1955,,1921
Tapani Raittila,"Croquis, tuolilla istuva mies",,graphics,,,,1921,2018,,1990
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,graphics,,,,1878,1953,,
Verner Thomé,Seisova alaston,,graphics,,,,1878,1953,,
Henri Matisse,Nainen ja hattu,,graphics,,,,1869,1954,,1942
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,"Muotokuvaluonnos, Emil Jankes",,painting,,,,1878,1953,,
Ester Helenius,Pierre de Luze,,graphics,,,,1875,1955,,1933
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Istuva alaston,,painting,,,,1878,1953,,
Venny Soldan-Brofeldt,Kartanon sisäänkäynti,,graphics,,,,1863,1945,,
Ester Helenius,Alkuasukas,,graphics,,,,1875,1955,,1930
Ester Helenius,Pariisilainen kukkakauppias,,graphics,,,,1875,1955,,1927
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Ester Helenius,Sanomalehden lukija selin katsojaan,,graphics,,,,1875,1955,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Tapani Raittila,Hannu,,graphics,,,,1921,2018,,1960
Ulla Rantanen,Piirustus II,,graphics,,,,1938,,,1969
Ester Helenius,Sotainvalidi,,graphics,,,,1875,1955,,1927
Henri Matisse,Nainen ja hattu,,graphics,,,,1869,1954,,1942
Maria Wiik,Nuoren naisen rintakuva; samalla lehdellä toisella puolen makaavan tytön pää ja käsi,,graphics,,,,1853,1928,,
Louis Sparre,"Mies seiväs kädessä, turkki yllä, selästäpäin",,graphics,,,,1863,1964,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Eero Järnefelt,Rantamaisema,,graphics,,,,1863,1937,,1880
Carl Eneas Sjöstrand,Luonnoksia putoista,,graphics,,,,1828,1906,,
Sven Grönvall,Rantamaisema,,graphics,,,,1908,1975,,1951
Verner Thomé,Luonnoskirja,,graphics,,,,1878,1953,,
Kurt Jungstedt,Meksikolainen,,graphics,,,,1894,,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,Muotokuvaluonnos,,painting,,,,1878,1953,,
Verner Thomé,"Istuva alaston, luonnos",,painting,,,,1878,1953,,
